tourid	city	province	year	pos	promotion	real	cumreal	prevreport	planFaced	planMade	planMadeNm	age	on_seat_yr	center	edu
276	421100	42	2013	0	0	11.71	11.71	0	10	2.9000001	0	50	.5	0	1
276	421200	42	2013	0	0	14.6	13.4	0	10	2.9000001	0	41	1	0	1
276	421300	42	2013	0	0	12.09	12.09	1	10	2.9000001	0	38	.0833333	1	1
276	422800	42	2013	0	0	9.9	11.98	0	10	2.9000001	0	50	5.416667	0	1
277	420100	42	2014	0	0	9.7	11.39667	0	10	2.9000001	0	54	3.5	0	1
277	420200	42	2014	0	0	9.1	11.442	0	10	2.9000001	0	51	5.583333	0	1
277	420300	42	2014	0	0	9.5	10.25667	0	10	2.9000001	0	51	2.5	0	1
277	420500	42	2014	0	0	9.8	11.06	0	10	2.9000001	0	50	1.333333	1	1
277	420600	42	2014	0	0	13.7	12.89	0	10	2.9000001	0	52	3.333333	0	1
277	420700	42	2014	0	0	9.7	11.145	0	10	2.9000001	0	51	1.333333	0	1
277	420800	42	2014	0	0	9.9	10.355	0	10	2.9000001	0	48	1.333333	0	1
277	420900	42	2014	0	0	9.7	11.33333	0	10	2.9000001	0	44	2.083333	1	1
277	421000	42	2014	0	0	9.8	11.4275	0	10	2.9000001	0	51	4.166667	0	1
277	421100	42	2014	0	0	9.7	10.705	0	10	2.9000001	0	51	1.5	0	1
277	421200	42	2014	0	0	9.6	12.13333	0	10	2.9000001	0	42	2	0	1
277	421300	42	2014	0	0	9.74	10.915	0	10	2.9000001	0	39	1.083333	1	1
277	422800	42	2014	0	0	9.5	11.56667	0	10	2.9000001	0	51	6.416667	0	1
278	430100	43	2003	1	0	14	14	0	9	11.5	1	46	1.916667	0	1
278	430200	43	2003	1	0	11.099998	11.1	0	9	11	1	53	.4166667	0	1
278	430300	43	2003	1	0	11.199997	11.2	0	9	2.9000001	0	46	.4166667	0	1
278	430400	43	2003	1	0	10.099998	10.1	0	9	10	1	50	1.916667	0	1
278	430500	43	2003	1	1	9.3000031	9.300003	0	9	2.9000001	0	47	2.666667	0	1
278	430600	43	2003	1	1	11	11	0	9	10.5	1	51	3.5	0	1
278	430700	43	2003	1	0	11.300003	11.3	0	9	10	1	51	2.25	0	1
278	430800	43	2003	1	0	10.300003	10.3	0	9	2.9000001	0	48	5.416667	0	1
278	430900	43	2003	1	0	9.4000015	9.400002	1	9	2.9000001	0	51	.0833333	0	1
278	431000	43	2003	1	0	11.300003	11.3	0	9	2.9000001	0	53	4.416667	0	1
278	431100	43	2003	1	0	10.599998	10.6	0	9	10	1	54	2.583333	0	1
278	431200	43	2003	1	0	9.8000031	9.800003	0	9	9.5	1	49	3.25	0	1
278	431300	43	2003	1	0	9	9	0	9	8.5	1	53	.4166667	0	1
278	433100	43	2003	1	0	8.0999985	8.099998	0	9	8	1	45	.4166667	0	1
279	430100	43	2004	1	0	15	14.5	0	9	12.05	1	47	2.916667	0	1
279	430200	43	2004	1	0	12.400002	11.75	0	9	11	1	54	1.416667	0	1
279	430300	43	2004	1	0	13.400002	12.3	0	9	2.9000001	0	47	1.416667	0	1
279	430400	43	2004	1	0	10.800003	10.45	0	9	10	1	51	2.916667	0	1
279	430500	43	2004	1	0	10.800003	10.8	1	9	9.5	1	44	.1666667	0	1
279	430600	43	2004	1	0	12.099998	12.1	1	9	10.6	1	45	.1666667	0	1
279	430700	43	2004	1	0	12.5	11.9	0	9	10.05	1	52	3.25	0	1
279	430800	43	2004	1	0	12.300003	11.3	0	9	2.9000001	0	49	6.416667	0	1
279	430900	43	2004	1	0	10.900002	10.15	0	9	9.5500002	1	52	1.083333	0	1
279	431000	43	2004	1	0	13	12.15	0	9	11.5	1	54	5.416667	0	1
279	431100	43	2004	1	0	11.800003	11.2	0	9	10.5	1	55	3.583333	0	1
279	431200	43	2004	1	0	10.699997	10.25	0	9	2.9000001	0	50	4.25	0	1
279	431300	43	2004	1	0	13.199997	11.1	0	9	12	1	54	1.416667	0	1
279	433100	43	2004	1	0	9.5999985	8.849998	0	9	2.9000001	0	46	1.416667	0	1
280	430100	43	2005	1	0	14.900002	14.63333	0	10	14	1	48	3.916667	0	1
280	430200	43	2005	1	0	11.900002	11.8	0	10	11.5	1	55	2.416667	0	1
280	430300	43	2005	1	0	13	12.53333	0	10	2.9000001	0	48	2.416667	0	1
280	430400	43	2005	1	0	11.5	10.8	0	10	11	1	52	3.916667	0	1
280	430500	43	2005	1	0	11.300003	11.05	0	10	9.6000004	1	45	1.166667	0	1
280	430600	43	2005	1	0	11.699997	11.9	0	10	11.5	1	46	1.166667	0	1
280	430700	43	2005	1	0	11.800003	11.86667	0	10	12.05	1	53	4.25	0	1
280	430800	43	2005	1	0	11.599998	11.4	0	10	2.9000001	0	50	7.416667	0	1
280	430900	43	2005	1	0	11.300003	10.53334	0	10	11	1	53	2.083333	0	1
280	431000	43	2005	1	0	12.800003	12.36667	0	10	12	1	55	6.416667	0	1
280	431100	43	2005	1	0	11.5	11.3	0	10	2.9000001	0	56	4.583333	0	1
280	431200	43	2005	1	0	11.599998	10.7	0	10	10.5	1	51	5.25	0	1
280	431300	43	2005	1	0	12.099998	11.43333	0	10	12.5	1	55	2.416667	0	1
280	433100	43	2005	1	0	10.599998	9.433331	0	10	10.5	1	47	2.416667	0	1
281	430100	43	2006	1	1	14.8	14.675	0	10	14	1	49	4.916667	0	1
281	430200	43	2006	1	0	12.3	11.925	0	10	12	1	56	3.416667	0	1
281	430300	43	2006	1	1	13.2	12.7	0	10	13	1	49	3.416667	0	1
281	430400	43	2006	1	0	12.3	11.175	0	10	12	1	53	4.916667	0	1
281	430500	43	2006	1	0	11.4	11.16667	0	10	11	1	46	2.166667	0	1
281	430600	43	2006	1	0	12.4	12.06667	0	10	12	1	47	2.166667	0	1
281	430700	43	2006	1	0	12.1	12.1	1	10	11.05	1	53	.3333333	0	1
281	430800	43	2006	1	1	12.1	11.575	0	10	2.9000001	0	51	8.416667	0	1
281	430900	43	2006	1	0	12	10.9	0	10	11.5	1	54	3.083333	0	1
281	431000	43	2006	1	0	8.3000002	8.3	1	10	12	1	51	.1666667	0	0
281	431100	43	2006	1	0	11.8	11.425	0	10	12	1	57	5.583333	0	1
281	431200	43	2006	1	0	11.6	11.6	1	10	11.5	1	44	.3333333	0	1
281	431300	43	2006	1	0	12.5	11.7	0	10	2.9000001	0	56	3.416667	0	1
281	433100	43	2006	1	0	11.3	9.899999	0	10	2.9000001	0	48	3.416667	0	1
282	430100	43	2007	1	0	16	16	0	10	13.05	1	50	.6666667	0	1
282	430200	43	2007	1	1	15.300003	12.6	0	10	12.5	1	57	4.416667	0	1
282	430300	43	2007	1	0	15.400002	15.4	0	10	12.5	1	53	.5833333	0	1
282	430400	43	2007	1	1	15.300003	12	0	10	12.05	1	54	5.916667	0	1
282	430500	43	2007	1	0	11.599998	11.6	1	10	11	1	55	.25	0	1
282	430600	43	2007	1	0	15.199997	12.85	0	10	12	1	48	3.166667	0	1
282	430700	43	2007	1	0	14.599998	13.35	0	10	12.05	1	54	1.333333	0	1
282	430800	43	2007	1	0	14.599998	14.6	1	10	11.05	1	49	.25	0	1
282	430900	43	2007	1	0	14.800003	11.68	0	10	12	1	55	4.083333	0	1
282	431000	43	2007	1	0	11.599998	9.949999	0	10	12	1	52	1.166667	0	0
282	431100	43	2007	1	0	14	11.94	0	10	12.5	1	58	6.583333	0	1
282	431200	43	2007	1	1	12.599998	12.6	1	10	11.05	1	47	.25	0	1
282	431300	43	2007	1	0	14.400002	12.24	0	10	2.9000001	0	57	4.416667	0	1
282	433100	43	2007	1	0	16	11.12	0	10	11.05	1	49	4.416667	0	1
283	430100	43	2009	1	0	14.699997	15.35	0	10.05	12	1	52	2.666667	0	1
283	430200	43	2009	1	0	14.5	14.5	0	10.05	12.5	1	55	1.333333	0	1
283	430300	43	2009	1	0	13.699997	14.55	0	10.05	12.5	1	55	2.583333	0	1
283	430400	43	2009	1	0	14.599998	14.6	0	10.05	12	1	47	1.333333	0	1
283	430500	43	2009	1	0	12.900002	12.9	0	10.05	10	1	51	1.333333	0	1
283	430600	43	2009	1	0	14	13.08	0	10.05	11	1	50	5.166667	0	1
283	430700	43	2009	1	0	12.099998	12.1	0	10.05	11.05	1	50	.6666667	0	1
283	430800	43	2009	1	0	13.699997	14.15	0	10.05	13.05	1	51	2.25	0	1
283	430900	43	2009	1	0	13	13	0	10.05	11.05	1	52	1.333333	0	1
283	431000	43	2009	1	0	16.5	16.5	0	10.05	11	1	52	.6666667	0	1
283	431100	43	2009	1	0	14	14	0	10.05	11	1	57	1.333333	0	0
283	431200	43	2009	1	0	13.699997	13.7	0	10.05	11.55	1	53	1.333333	0	1
283	431300	43	2009	1	0	12.800003	12.8	0	10.05	11.05	1	47	1.5	0	1
283	433100	43	2009	1	0	11	11	0	10.05	11	1	53	1.333333	0	1
284	430100	43	2010	1	0	15.5	15.4	0	10.05	12	1	53	3.666667	0	1
284	430200	43	2010	1	0	15.400002	14.95	0	10.05	13.05	1	56	2.333333	0	1
284	430300	43	2010	1	0	15.199997	15.2	0	10.05	13	1	53	.5	0	1
284	430400	43	2010	1	0	15.099998	14.85	0	10.05	13	1	48	2.333333	0	1
284	430500	43	2010	1	0	14.599998	13.75	0	10.05	11	1	52	2.333333	0	1
284	430600	43	2010	1	0	14.800003	13.36667	0	10.05	11	1	51	6.166667	0	1
284	430700	43	2010	1	0	15.199997	13.65	0	10.05	13.05	1	51	1.666667	0	1
284	430800	43	2010	1	0	14.5	14.26667	0	10.05	13.05	1	52	3.25	0	1
284	430900	43	2010	1	0	14.699997	13.85	0	10.05	13.05	1	53	2.333333	0	1
284	431000	43	2010	1	0	15.199997	15.85	0	10.05	15	1	53	1.666667	0	1
284	431100	43	2010	1	0	14.400002	14.2	0	10.05	12.05	1	58	2.333333	0	0
284	431200	43	2010	1	0	14.800003	14.25	0	10.05	13	1	54	2.333333	0	1
284	431300	43	2010	1	0	14.300003	13.55	0	10.05	12	1	48	2.5	0	1
284	433100	43	2010	1	0	8.3000031	9.650002	0	10.05	12	1	54	2.333333	0	1
285	430100	43	2011	1	0	14.5	15.175	0	10.05	13	1	54	4.666667	0	1
285	430200	43	2011	1	0	14.099998	14.66667	0	10.05	13.5	1	57	3.333333	0	1
285	430300	43	2011	1	0	14.400002	14.8	0	10.05	14	1	54	1.5	0	1
285	430400	43	2011	1	1	14.199997	14.63333	0	10.05	13.05	1	49	3.333333	0	1
285	430500	43	2011	1	0	12.699997	13.4	0	10.05	15	1	53	3.333333	0	1
285	430600	43	2011	1	1	14.199997	13.48571	0	10.05	11.5	1	52	7.166667	0	1
285	430700	43	2011	1	0	14.099998	13.8	0	10.05	13.05	1	52	2.666667	0	1
285	430800	43	2011	1	0	14	14.2	0	10.05	13.5	1	53	4.25	0	1
285	430900	43	2011	1	0	13.199997	13.63333	0	10.05	13	1	54	3.333333	0	1
285	431000	43	2011	1	0	14.300003	15.33333	0	10.05	14	1	54	2.666667	0	1
285	431100	43	2011	1	0	13	13	1	10.05	13	1	46	.0833333	0	1
285	431200	43	2011	1	0	14.199997	14.23333	0	10.05	13	1	55	3.333333	0	1
285	431300	43	2011	1	0	13.099998	13.4	0	10.05	12.05	1	49	3.5	0	1
285	433100	43	2011	1	0	11	10.1	0	10.05	11.05	1	55	3.333333	0	1
286	430100	43	2012	1	1	13	14.74	0	11	13	1	55	5.666667	0	1
286	430200	43	2012	1	1	12.04	14.01	0	11	13	1	58	4.333333	0	1
286	430300	43	2012	1	0	12.3	13.96667	0	11	13.05	1	55	2.5	0	1
286	430400	43	2012	1	1	11.8	11.8	0	11	13	1	54	.4166667	0	1
286	430500	43	2012	1	0	11.7	11.7	0	11	12	1	55	.4166667	0	1
286	430600	43	2012	1	1	12.22	12.22	0	11	12.05	1	50	.5833333	0	1
286	430700	43	2012	1	0	12.13	13.3825	0	11	13.05	1	53	3.666667	0	1
286	430800	43	2012	1	0	11.63	13.686	0	11	13.5	1	54	5.25	0	1
286	430900	43	2012	1	0	11.94	13.21	0	11	13	1	55	4.333333	0	1
286	431000	43	2012	1	0	12.43	12.43	0	11	13.05	1	50	.5833333	0	1
286	431100	43	2012	1	1	11.04	12.02	0	11	13.05	1	47	1.083333	0	1
286	431200	43	2012	1	0	12	13.675	0	11	13	1	56	4.333333	0	1
286	431300	43	2012	1	0	11.91	11.91	0	11	12.55	1	56	.5833333	0	1
286	433100	43	2012	1	0	8.3	9.650001	0	11	12	1	56	4.333333	0	1
287	430100	43	2013	1	0	11.77	11.77	1	10.05	2.9000001	0	54	.25	0	1
287	430200	43	2013	1	0	10.68	10.68	1	10.05	2.9000001	0	55	.3333333	0	1
287	430300	43	2013	1	0	12.53	13.6075	0	10.05	2.9000001	0	56	3.5	0	1
287	430400	43	2013	1	0	10.82	10.82	1	10.05	2.9000001	0	57	.3333333	0	1
287	430500	43	2013	1	0	9.88	10.79	0	10.05	2.9000001	0	56	1.416667	0	1
287	430600	43	2013	1	0	10.71	10.71	1	10.05	2.9000001	0	54	.3333333	0	1
287	430700	43	2013	1	0	11.11	11.11	1	10.05	2.9000001	0	52	.3333333	0	1
287	430800	43	2013	1	0	7.87	7.87	1	10.05	2.9000001	0	50	.3333333	0	1
287	430900	43	2013	1	0	10.08	10.08	1	10.05	2.9000001	0	50	.25	0	1
287	431000	43	2013	1	0	11.09	11.76	0	10.05	2.9000001	0	51	1.583333	0	1
287	431100	43	2013	1	0	10.93	10.93	1	10.05	2.9000001	0	52	.25	0	1
287	431200	43	2013	1	0	11.65	11.65	1	10.05	2.9000001	0	51	.3333333	0	1
287	431300	43	2013	1	0	11.52	11.715	0	10.05	2.9000001	0	57	1.583333	0	1
287	433100	43	2013	1	0	4	4	0	10.05	2.9000001	0	55	.5	0	0
288	430100	43	2014	1	0	10.5	11.135	0	10	2.9000001	0	55	1.25	0	1
288	430200	43	2014	1	0	10.5	10.59	0	10	2.9000001	0	56	1.333333	0	1
288	430300	43	2014	1	0	10.7	13.026	0	10	2.9000001	0	57	4.5	0	1
288	430400	43	2014	1	0	9.9	10.36	0	10	2.9000001	0	58	1.333333	0	1
288	430500	43	2014	1	0	10.8	10.79333	0	10	2.9000001	0	57	2.416667	0	1
288	430600	43	2014	1	0	9.3	10.005	0	10	2.9000001	0	55	1.333333	0	1
288	430700	43	2014	1	0	10.55	10.83	0	10	2.9000001	0	53	1.333333	0	1
288	430800	43	2014	1	0	10.7	9.285	0	10	2.9000001	0	51	1.333333	0	1
288	430900	43	2014	1	0	10.8	10.44	0	10	2.9000001	0	51	1.25	0	1
288	431000	43	2014	1	0	10.9	11.47333	0	10	2.9000001	0	52	2.583333	0	1
288	431100	43	2014	1	0	9.93	10.43	0	10	2.9000001	0	53	1.25	0	1
288	431200	43	2014	1	0	5.1	8.375	0	10	2.9000001	0	52	1.333333	0	1
288	431300	43	2014	1	0	8.1	10.51	0	10	2.9000001	0	58	2.583333	0	1
288	433100	43	2014	1	0	8.3	6.15	0	10	2.9000001	0	56	1.5	0	0
289	430100	43	2003	0	0	14	14	0	9	11.5	1	54	3.75	0	1
289	430200	43	2003	0	0	11.099998	11.1	1	9	11	1	51	.25	0	1
289	430300	43	2003	0	0	11.199997	11.2	1	9	2.9000001	0	49	.25	0	1
289	430400	43	2003	0	0	10.099998	10.1	0	9	10	1	50	1.833333	0	0
289	430500	43	2003	0	0	9.3000031	9.300003	0	9	2.9000001	0	51	.75	0	1
289	430600	43	2003	0	0	11	11	0	9	10.5	1	54	3.5	0	1
289	430700	43	2003	0	0	11.300003	11.3	0	9	10	1	49	2.25	0	1
289	430800	43	2003	0	0	10.300003	10.3	0	9	2.9000001	0	57	4.583333	0	0
289	430900	43	2003	0	0	9.4000015	9.400002	0	9	2.9000001	0	52	.4166667	0	0
289	431000	43	2003	0	0	11.300003	11.3	0	9	2.9000001	0	50	3.333333	0	1
289	431100	43	2003	0	0	10.599998	10.6	0	9	10	1	55	3.833333	0	1
289	431200	43	2003	0	0	9.8000031	9.800003	0	9	9.5	1	54	3.166667	0	0
289	431300	43	2003	0	0	9	9	0	9	8.5	1	57	4	0	1
289	433100	43	2003	0	0	8.0999985	8.099998	1	9	8	1	41	.3333333	0	1
290	430100	43	2004	0	0	15	14.5	0	9	12.05	1	55	4.75	0	1
290	430200	43	2004	0	0	12.400002	11.75	0	9	11	1	52	1.25	0	1
290	430300	43	2004	0	0	13.400002	12.3	0	9	2.9000001	0	50	1.25	0	1
290	430400	43	2004	0	0	10.800003	10.45	0	9	10	1	51	2.833333	0	0
290	430500	43	2004	0	0	10.800003	10.05	0	9	9.5	1	52	1.75	0	1
290	430600	43	2004	0	0	12.099998	11.55	0	9	10.6	1	55	4.5	0	1
290	430700	43	2004	0	0	12.5	11.9	0	9	10.05	1	50	3.25	0	1
290	430800	43	2004	0	0	12.300003	12.3	0	9	2.9000001	0	46	.5833333	0	1
290	430900	43	2004	0	0	10.900002	10.15	0	9	9.5500002	1	53	1.416667	0	0
290	431000	43	2004	0	0	13	13	1	9	11.5	1	47	.3333333	0	1
290	431100	43	2004	0	0	11.800003	11.2	0	9	10.5	1	56	4.833333	0	1
290	431200	43	2004	0	0	10.699997	10.25	0	9	2.9000001	0	55	4.166667	0	0
290	431300	43	2004	0	0	13.199997	11.1	0	9	12	1	58	5	0	1
290	433100	43	2004	0	0	9.5999985	8.849998	0	9	2.9000001	0	42	1.333333	0	1
291	430100	43	2005	0	0	14.900002	14.63333	0	10	14	1	56	5.75	0	1
291	430200	43	2005	0	0	11.900002	11.8	0	10	11.5	1	53	2.25	0	1
291	430300	43	2005	0	0	13	12.53333	0	10	2.9000001	0	51	2.25	0	1
291	430400	43	2005	0	0	11.5	10.8	0	10	11	1	52	3.833333	0	0
291	430500	43	2005	0	0	11.300003	10.46667	0	10	9.6000004	1	53	2.75	0	1
291	430600	43	2005	0	0	11.699997	11.6	0	10	11.5	1	56	5.5	0	1
291	430700	43	2005	0	0	11.800003	11.86667	0	10	12.05	1	51	4.25	0	1
291	430800	43	2005	0	0	11.599998	11.95	0	10	2.9000001	0	47	1.583333	0	1
291	430900	43	2005	0	0	11.300003	10.53334	0	10	11	1	54	2.416667	0	0
291	431000	43	2005	0	0	12.800003	12.9	0	10	12	1	48	1.333333	0	1
291	431100	43	2005	0	0	11.5	11.3	0	10	2.9000001	0	57	5.833333	0	1
291	431200	43	2005	0	0	11.599998	10.7	0	10	10.5	1	56	5.166667	0	0
291	431300	43	2005	0	0	12.099998	12.1	1	10	12.5	1	43	.0833333	0	1
291	433100	43	2005	0	0	10.599998	9.433331	0	10	10.5	1	43	2.333333	0	1
292	430100	43	2006	0	0	14.8	14.675	0	10	14	1	57	6.75	0	1
292	430200	43	2006	0	0	12.3	11.925	0	10	12	1	54	3.25	0	1
292	430300	43	2006	0	1	13.2	12.7	0	10	13	1	52	3.25	0	1
292	430400	43	2006	0	0	12.3	12.3	0	10	12	1	52	.5833333	0	1
292	430500	43	2006	0	1	11.4	10.7	0	10	11	1	54	3.75	0	1
292	430600	43	2006	0	0	12.4	11.8	0	10	12	1	57	6.5	0	1
292	430700	43	2006	0	0	12.1	11.925	0	10	11.05	1	52	5.25	0	1
292	430800	43	2006	0	1	12.1	12	0	10	2.9000001	0	48	2.583333	0	1
292	430900	43	2006	0	0	12	10.9	0	10	11.5	1	55	3.416667	0	0
292	431000	43	2006	0	0	8.3000002	11.36667	0	10	12	1	49	2.333333	0	1
292	431100	43	2006	0	0	11.8	11.8	0	10	12	1	50	.5833333	0	1
292	431200	43	2006	0	0	11.6	10.925	0	10	11.5	1	57	6.166667	0	0
292	431300	43	2006	0	0	12.5	12.3	0	10	2.9000001	0	44	1.083333	0	1
292	433100	43	2006	0	0	11.3	9.899999	0	10	2.9000001	0	44	3.333333	0	1
293	430100	43	2007	0	1	16	14.94	0	10	13.05	1	58	7.75	0	1
293	430200	43	2007	0	1	15.300003	15.3	0	10	12.5	1	53	.4166667	0	1
293	430300	43	2007	0	0	15.400002	15.4	0	10	12.5	1	54	.5	0	1
293	430400	43	2007	0	0	15.300003	13.8	0	10	12.05	1	53	1.583333	0	1
293	430500	43	2007	0	0	11.599998	11.6	1	10	11	1	50	.25	0	1
293	430600	43	2007	0	0	15.199997	15.2	0	10	12	1	45	.8333333	0	1
293	430700	43	2007	0	0	14.599998	14.6	1	10	12.05	1	48	.3333333	0	1
293	430800	43	2007	0	0	14.599998	14.6	1	10	11.05	1	52	.25	0	1
293	430900	43	2007	0	1	14.800003	14.8	0	10	12	1	50	.8333333	0	1
293	431000	43	2007	0	0	11.599998	11.425	0	10	12	1	50	3.333333	0	1
293	431100	43	2007	0	0	14	12.9	0	10	12.5	1	51	1.583333	0	1
293	431200	43	2007	0	1	12.599998	12.6	0	10	11.05	1	51	.8333333	0	1
293	431300	43	2007	0	1	14.400002	13	0	10	2.9000001	0	45	2.083333	0	1
293	433100	43	2007	0	0	16	11.12	0	10	11.05	1	45	4.333333	0	1
294	430100	43	2009	0	0	14.699997	14.7	0	10.05	12	1	47	1.666667	1	1
294	430200	43	2009	0	0	14.5	14.5	0	10.05	12.5	1	48	1.083333	0	1
294	430300	43	2009	0	0	13.699997	14.55	0	10.05	12.5	1	56	2.5	0	1
294	430400	43	2009	0	0	14.599998	14.6	0	10.05	12	1	47	1.083333	0	1
294	430500	43	2009	0	0	12.900002	12.25	0	10.05	10	1	52	2.25	0	1
294	430600	43	2009	0	0	14	14.6	0	10.05	11	1	47	2.833333	0	1
294	430700	43	2009	0	0	12.099998	12.1	0	10.05	11.05	1	48	.5833333	0	1
294	430800	43	2009	0	0	13.699997	14.15	0	10.05	13.05	1	54	2.25	0	1
294	430900	43	2009	0	0	13	13	0	10.05	11.05	1	46	1.25	0	1
294	431000	43	2009	0	0	16.5	16.5	0	10.05	11	1	47	.6666667	0	1
294	431100	43	2009	0	0	14	13.26667	0	10.05	11	1	53	3.583333	0	1
294	431200	43	2009	0	0	13.699997	13.7	0	10.05	11.55	1	47	1	0	1
294	431300	43	2009	0	0	12.800003	12.8	0	10.05	11.05	1	44	1.333333	0	1
294	433100	43	2009	0	0	11	11	0	10.05	11	1	51	.5833333	0	0
295	430100	43	2010	0	0	15.5	15.1	0	10.05	12	1	48	2.666667	1	1
295	430200	43	2010	0	0	15.400002	14.95	0	10.05	13.05	1	49	2.083333	0	1
295	430300	43	2010	0	0	15.199997	15.2	0	10.05	13	1	52	.5	1	1
295	430400	43	2010	0	0	15.099998	14.85	0	10.05	13	1	48	2.083333	0	1
295	430500	43	2010	0	0	14.599998	13.03333	0	10.05	11	1	53	3.25	0	1
295	430600	43	2010	0	0	14.800003	14.66667	0	10.05	11	1	48	3.833333	0	1
295	430700	43	2010	0	0	15.199997	13.65	0	10.05	13.05	1	49	1.583333	0	1
295	430800	43	2010	0	0	14.5	14.26667	0	10.05	13.05	1	55	3.25	0	1
295	430900	43	2010	0	0	14.699997	13.85	0	10.05	13.05	1	47	2.25	0	1
295	431000	43	2010	0	0	15.199997	15.85	0	10.05	15	1	48	1.666667	0	1
295	431100	43	2010	0	0	14.400002	13.55	0	10.05	12.05	1	54	4.583333	0	1
295	431200	43	2010	0	0	14.800003	14.25	0	10.05	13	1	48	2	0	1
295	431300	43	2010	0	1	14.300003	13.55	0	10.05	12	1	45	2.333333	0	1
295	433100	43	2010	0	0	8.3000031	9.650002	0	10.05	12	1	52	1.583333	0	0
296	430100	43	2011	0	0	14.5	14.9	0	10.05	13	1	49	3.666667	1	1
296	430200	43	2011	0	0	14.099998	14.66667	0	10.05	13.5	1	50	3.083333	0	1
296	430300	43	2011	0	0	14.400002	14.8	0	10.05	14	1	53	1.5	1	1
296	430400	43	2011	0	0	14.199997	14.63333	0	10.05	13.05	1	49	3.083333	0	1
296	430500	43	2011	0	1	12.699997	12.95	0	10.05	15	1	54	4.25	0	1
296	430600	43	2011	0	1	14.199997	14.55	0	10.05	11.5	1	49	4.833333	0	1
296	430700	43	2011	0	0	14.099998	13.8	0	10.05	13.05	1	50	2.583333	0	1
296	430800	43	2011	0	0	14	14.2	0	10.05	13.5	1	56	4.25	0	1
296	430900	43	2011	0	0	13.199997	13.2	0	10.05	13	1	45	.5	0	1
296	431000	43	2011	0	1	14.300003	15.33333	0	10.05	14	1	49	2.666667	0	1
296	431100	43	2011	0	1	13	13.44	0	10.05	13	1	55	5.583333	0	1
296	431200	43	2011	0	0	14.199997	14.2	1	10.05	13	1	41	.0833333	0	1
296	431300	43	2011	0	0	13.099998	13.1	1	10.05	12.05	1	49	.0833333	0	1
296	433100	43	2011	0	0	11	10.1	0	10.05	11.05	1	53	2.583333	0	0
297	430100	43	2012	0	0	13	14.425	0	11	13	1	50	4.666667	1	1
297	430200	43	2012	0	1	12.04	14.01	0	11	13	1	51	4.083333	0	1
297	430300	43	2012	0	0	12.3	12.3	0	11	13.05	1	49	.5833333	0	1
297	430400	43	2012	0	1	11.8	13.925	0	11	13	1	50	4.083333	0	1
297	430500	43	2012	0	0	11.7	11.7	0	11	12	1	51	.4166667	0	1
297	430600	43	2012	0	0	12.22	12.22	0	11	12.05	1	50	.5833333	0	1
297	430700	43	2012	0	1	12.13	13.3825	0	11	13.05	1	51	3.583333	0	1
297	430800	43	2012	0	0	11.63	13.686	0	11	13.5	1	57	5.25	0	1
297	430900	43	2012	0	0	11.94	12.57	0	11	13	1	46	1.5	0	1
297	431000	43	2012	0	0	12.43	12.43	0	11	13.05	1	46	.5833333	0	1
297	431100	43	2012	0	1	11.04	11.04	0	11	13.05	1	49	.5833333	0	1
297	431200	43	2012	0	0	12	13.1	0	11	13	1	42	1.083333	0	1
297	431300	43	2012	0	0	11.91	12.505	0	11	12.55	1	50	1.083333	0	1
297	433100	43	2012	0	1	8.3	9.650001	0	11	12	1	54	3.583333	0	0
298	430100	43	2013	0	0	11.77	13.894	0	10.05	2.9000001	0	51	5.666667	1	1
298	430200	43	2013	0	0	10.68	10.68	1	10.05	2.9000001	0	51	.3333333	0	1
298	430300	43	2013	0	0	12.53	12.415	0	10.05	2.9000001	0	50	1.583333	0	1
298	430400	43	2013	0	0	10.82	10.82	1	10.05	2.9000001	0	42	.3333333	0	1
298	430500	43	2013	0	0	9.88	10.79	0	10.05	2.9000001	0	52	1.416667	0	1
298	430600	43	2013	0	0	10.71	11.465	0	10.05	2.9000001	0	51	1.583333	0	1
298	430700	43	2013	0	0	11.11	11.11	1	10.05	2.9000001	0	47	.25	0	1
298	430800	43	2013	0	0	7.87	7.87	1	10.05	2.9000001	0	47	.25	0	1
298	430900	43	2013	0	0	10.08	11.74	0	10.05	2.9000001	0	47	2.5	0	1
298	431000	43	2013	0	0	11.09	11.76	0	10.05	2.9000001	0	47	1.583333	0	1
298	431100	43	2013	0	0	10.93	10.93	1	10.05	2.9000001	0	45	.25	0	1
298	431200	43	2013	0	0	11.65	12.61667	0	10.05	2.9000001	0	43	2.083333	0	1
298	431300	43	2013	0	0	11.52	12.17667	0	10.05	2.9000001	0	51	2.083333	0	1
298	433100	43	2013	0	0	4	4	0	10.05	2.9000001	0	43	.5	0	1
299	430100	43	2014	0	0	10.5	13.32833	0	10	2.9000001	0	52	6.666667	1	1
299	430200	43	2014	0	0	10.5	10.59	0	10	2.9000001	0	52	1.333333	0	1
299	430300	43	2014	0	0	10.7	11.84333	0	10	2.9000001	0	51	2.583333	0	1
299	430400	43	2014	0	0	9.9	10.36	0	10	2.9000001	0	43	1.333333	0	1
299	430500	43	2014	0	0	10.8	10.79333	0	10	2.9000001	0	53	2.416667	0	1
299	430600	43	2014	0	0	9.3	10.74333	0	10	2.9000001	0	52	2.583333	0	1
299	430700	43	2014	0	0	10.55	10.83	0	10	2.9000001	0	48	1.25	0	1
299	430800	43	2014	0	0	10.7	9.285	0	10	2.9000001	0	48	1.25	0	1
