tourid	city	province	year	pos	promotion	real	cumreal	prevreport	planFaced	planMade	planMadeNm	age	on_seat_yr	center	edu
1	130100	13	2006	1	0	13.4	13.4	0	10	12.05	1	60	5.083333	0	1
1	130200	13	2006	1	1	14.6	14.6	0	10	13.05	1	56	3.583333	0	1
1	130300	13	2006	1	0	12.6	12.6	0	10	12	1	55	3.583333	0	1
1	130400	13	2006	1	1	14.9	14.9	0	10	13	1	49	2.333333	0	1
1	130500	13	2006	1	0	13	13	0	10	13.05	1	55	3.583333	0	1
1	130600	13	2006	1	0	10.2	10.2	1	10	12.05	1	54	0	0	1
1	130700	13	2006	1	1	13.8	13.8	0	10	14	1	53	2.583333	0	1
1	130800	13	2006	1	0	18.1	18.1	0	10	13	1	57	5	0	1
1	130900	13	2006	1	0	15.2	15.2	0	10	14	1	52	1.5	0	1
1	131000	13	2006	1	0	15.2	15.2	0	10	14	1	52	1.25	0	1
1	131100	13	2006	1	0	7.5999999	7.6	1	10	2.9000001	0	50	0	0	1
2	130100	13	2007	1	0	13.199997	13.2	0	11	12.05	1	51	.8333333	0	1
2	130200	13	2007	1	0	15	15	0	11	13.05	1	44	.5833333	1	1
2	130300	13	2007	1	0	13.400002	13.4	0	11	12.05	1	53	.8333333	0	1
2	130400	13	2007	1	1	14.699997	14.7	0	11	13	1	48	.6666667	0	1
2	130500	13	2007	1	0	13	13	0	11	13.05	1	56	4.583333	0	1
2	130600	13	2007	1	0	11.699997	11.7	0	11	12.05	1	56	.8333333	0	1
2	130700	13	2007	1	0	12.199997	12.2	0	11	13	1	52	.5833333	0	1
2	130800	13	2007	1	0	16.400002	17.25	0	11	13	1	58	6	0	1
2	130900	13	2007	1	0	13.699997	14.45	0	11	13	1	53	2.5	0	1
2	131000	13	2007	1	1	15	15.1	0	11	14.05	1	53	2.25	0	1
2	131100	13	2007	1	0	3.5999985	5.599999	0	11	10	1	51	1	0	1
3	130100	13	2008	1	0	11	12.1	0	10	11.05	1	52	1.833333	0	1
3	130200	13	2008	1	0	13.099998	14.05	0	10	14.05	1	45	1.583333	1	1
3	130300	13	2008	1	0	12	12.7	0	10	12.05	1	54	1.833333	0	1
3	130400	13	2008	1	0	11.099998	11.1	0	10	13.05	1	55	.4166667	0	1
3	130500	13	2008	1	0	10.099998	12.03333	0	10	13.05	1	57	5.583333	0	1
3	130600	13	2008	1	0	11.699997	11.7	0	10	12.5	1	53	.4166667	0	1
3	130700	13	2008	1	0	11.900002	11.9	0	10	12	1	52	.4166667	0	1
3	130800	13	2008	1	0	13	13	0	10	13	1	53	.5	0	1
3	130900	13	2008	1	0	13	13.96667	0	10	13	1	54	3.5	0	1
3	131000	13	2008	1	0	11.800003	11.8	0	10	12	1	46	.5	0	1
3	131100	13	2008	1	1	9.0999985	6.766666	0	10	2.9000001	0	52	2	0	1
4	130100	13	2009	1	0	11.099998	11.1	0	9	10.05	1	54	.8333333	0	1
4	130200	13	2009	1	0	11.300003	13.13333	0	9	11.05	1	46	2.583333	1	1
4	130300	13	2009	1	0	9.5	11.63333	0	9	10.05	1	55	2.833333	0	1
4	130400	13	2009	1	0	11.199997	11.15	0	9	10.05	1	56	1.416667	0	1
4	130500	13	2009	1	0	10	10	0	9	10	1	52	.6666667	0	1
4	130600	13	2009	1	0	11	11.35	0	9	10.05	1	54	1.416667	0	1
4	130700	13	2009	1	0	10.099998	11	0	9	10	1	53	1.416667	0	1
4	130800	13	2009	1	0	11	11	0	9	11	1	50	.8333333	0	1
4	130900	13	2009	1	0	11.300003	13.3	0	9	11	1	55	4.5	0	1
4	131000	13	2009	1	0	10.800003	11.3	0	9	10.05	1	47	1.5	0	1
4	131100	13	2009	1	0	9.5999985	9.599998	0	9	9	1	53	.75	0	1
5	130100	13	2010	1	1	12.300003	11.7	0	9.0500002	11	1	55	1.833333	0	1
5	130200	13	2010	1	1	13.099998	13.125	0	9.0500002	10	1	47	3.583333	1	1
5	130300	13	2010	1	0	12.300003	11.8	0	9.0500002	10	1	56	3.833333	0	1
5	130400	13	2010	1	0	13.099998	11.8	0	9.0500002	10.05	1	57	2.416667	0	1
5	130500	13	2010	1	0	12.199997	11.1	0	9.0500002	10	1	53	1.666667	0	1
5	130600	13	2010	1	0	14	12.23333	0	9.0500002	11	1	55	2.416667	0	1
5	130700	13	2010	1	0	14.199997	12.06667	0	9.0500002	11	1	54	2.416667	0	1
5	130800	13	2010	1	0	11.400002	11.2	0	9.0500002	11	1	51	1.833333	0	1
5	130900	13	2010	1	0	14.5	13.54	0	9.0500002	11.5	1	56	5.5	0	1
5	131000	13	2010	1	0	12.5	11.7	0	9.0500002	10	1	48	2.5	0	1
5	131100	13	2010	1	0	13.599998	13.6	1	9.0500002	9.0500002	1	46	.1666667	1	1
6	130100	13	2011	1	0	12	12	0	9	12	1	52	.9166667	0	1
6	130200	13	2011	1	0	11.699997	11.7	0	9	11	1	57	.9166667	0	1
6	130300	13	2011	1	0	12	11.84	0	9	12	1	57	4.833333	0	1
6	130400	13	2011	1	0	12.199997	12.2	0	9	12.05	1	57	.5	0	1
6	130500	13	2011	1	0	11.599998	11.26667	0	9	11.05	1	54	2.666667	0	1
6	130600	13	2011	1	0	12	12.175	0	9	11	1	56	3.416667	0	1
6	130700	13	2011	1	0	11.5	11.925	0	9	11	1	55	3.416667	0	1
6	130800	13	2011	1	1	12.099998	11.5	0	9	12.05	1	52	2.833333	0	1
6	130900	13	2011	1	0	12.300003	13.33333	0	9	12.05	1	57	6.5	0	1
6	131000	13	2011	1	0	11.5	11.65	0	9	13	1	49	3.5	0	1
6	131100	13	2011	1	0	12.099998	12.85	0	9	11.05	1	47	1.166667	1	1
7	130100	13	2012	1	0	10.38	11.19	0	9	11	1	53	1.916667	0	1
7	130200	13	2012	1	1	10.4	11.05	0	9	11	1	58	1.916667	0	1
7	130300	13	2012	1	0	9.1	11.38333	0	9	10	1	58	5.833333	0	1
7	130400	13	2012	1	0	10.5	11.35	0	9	11	1	58	1.5	0	1
7	130500	13	2012	1	0	9.5	9.5	0	9	11.05	1	54	.5833333	0	1
7	130600	13	2012	1	1	10.5	10.5	0	9	11	1	56	.5	0	1
7	130700	13	2012	1	0	10	10	0	9	10.5	1	53	.5	1	1
7	130800	13	2012	1	0	10.5	10.5	0	9	11	1	54	.5	0	1
7	130900	13	2012	1	1	10.6	12.94286	0	9	11.05	1	58	7.5	0	1
7	131000	13	2012	1	0	9.7	11.26	0	9	10.05	1	50	4.5	0	1
7	131100	13	2012	1	1	10.4	12.03333	0	9	11.05	1	48	2.166667	1	1
8	130100	13	2013	1	0	8.08	10.15333	0	9	2.9000001	0	54	2.916667	0	1
8	130200	13	2013	1	0	4.43	4.43	0	9	2.9000001	0	56	.4166667	0	1
8	130300	13	2013	1	0	2.58	2.58	0	9	2.9000001	0	50	.4166667	0	1
8	130400	13	2013	1	0	1.23	1.23	0	9	2.9000001	0	46	.5	0	1
8	130500	13	2013	1	0	4.73	7.115	0	9	2.9000001	0	55	1.583333	0	1
8	130600	13	2013	1	0	6.74	6.74	0	9	2.9000001	0	54	.4166667	0	1
8	130700	13	2013	1	0	6.76	8.38	0	9	2.9000001	0	54	1.5	1	1
8	130800	13	2013	1	0	7.63	9.065	0	9	2.9000001	0	55	1.5	0	1
8	130900	13	2013	1	0	7.13	7.13	0	9	2.9000001	0	53	.5	0	1
8	131000	13	2013	1	1	8.29	10.765	0	9	2.9000001	0	51	5.5	0	1
8	131100	13	2013	1	0	5.86	5.86	0	9	2.9000001	0	53	.5	0	1
9	130100	13	2014	1	0	7.9	9.59	0	8	2.9000001	0	55	3.916667	0	1
9	130200	13	2014	1	0	5.1	4.765	0	8	2.9000001	0	57	1.416667	0	1
9	130300	13	2014	1	0	5	3.79	0	8	2.9000001	0	51	1.416667	0	1
9	130400	13	2014	1	0	6.5	3.865	0	8	2.9000001	0	47	1.5	0	1
9	130500	13	2014	1	0	6	6.743333	0	8	2.9000001	0	56	2.583333	0	1
9	130600	13	2014	1	0	7.1	6.92	0	8	2.9000001	0	55	1.416667	0	1
9	130700	13	2014	1	0	5.24	5.24	0	8	2.9000001	0	53	.5833333	0	1
9	130800	13	2014	1	0	7.84	8.656667	0	8	2.9000001	0	56	2.5	0	1
9	130900	13	2014	1	0	8	7.565	0	8	2.9000001	0	54	1.5	0	1
9	131000	13	2014	1	0	8.2	8.2	0	8	2.9000001	0	55	.5833333	1	1
9	131100	13	2014	1	0	8.2	7.03	0	8	2.9000001	0	54	1.5	0	1
10	130100	13	2003	0	0	11.599998	11.6	0	9	2.9000001	0	52	2.583333	0	1
10	130200	13	2003	0	0	13.199997	13.2	1	9	2.9000001	0	55	.25	0	0
10	130300	13	2003	0	0	12.099998	12.1	0	9	12	1	51	1.75	0	0
10	130400	13	2003	0	1	12.099998	12.1	1	9	9.5500002	1	46	.3333333	0	1
10	130500	13	2003	0	0	12.099998	12.1	0	9	11.05	1	55	2.083333	0	1
10	130600	13	2003	0	0	12.699997	12.7	0	9	9.5500002	1	51	1.583333	0	1
10	130700	13	2003	0	0	11.5	11.5	0	9	10	1	47	.5	0	1
10	130800	13	2003	0	0	12.099998	12.1	0	9	11	1	47	2	0	1
10	130900	13	2003	0	0	12.099998	12.1	0	9	10	1	49	.5833333	0	1
10	131000	13	2003	0	1	12.099998	12.1	0	9	12	1	47	1.583333	0	1
10	131100	13	2003	0	0	12.099998	12.1	0	9	2.9000001	0	50	.5833333	0	1
11	130100	13	2004	0	1	14.099998	12.85	0	9	2.9000001	0	53	3.583333	0	1
11	130200	13	2004	0	0	14.900002	14.05	0	9	2.9000001	0	56	1.25	0	0
11	130300	13	2004	0	0	12.800003	12.45	0	9	12	1	52	2.75	0	0
11	130400	13	2004	0	0	14.5	14.5	1	9	10.05	1	50	.3333333	0	1
11	130500	13	2004	0	0	13.5	12.8	0	9	12.05	1	56	3.083333	0	1
11	130600	13	2004	0	0	14.5	13.6	0	9	10.05	1	52	2.583333	0	1
11	130700	13	2004	0	0	13	12.25	0	9	11	1	48	1.5	0	1
11	130800	13	2004	0	0	15.800003	13.95	0	9	13	1	48	3	0	1
11	130900	13	2004	0	1	15.300003	13.7	0	9	11.5	1	50	1.583333	0	1
11	131000	13	2004	0	0	12.5	12.5	0	9	12.05	1	46	.5833333	0	1
11	131100	13	2004	0	0	14.5	13.3	0	9	11.05	1	51	1.583333	0	1
12	130100	13	2005	0	0	13.699997	13.7	1	10	11	1	49	.25	0	1
12	130200	13	2005	0	0	15.099998	14.4	0	10	13	1	57	2.25	0	0
12	130300	13	2005	0	0	12.099998	12.33333	0	10	12.05	1	53	3.75	0	0
12	130400	13	2005	0	0	16.300003	15.4	0	10	12.05	1	51	1.333333	0	1
12	130500	13	2005	0	0	13	13	0	10	12.05	1	48	.75	0	1
12	130600	13	2005	0	1	13.300003	13.5	0	10	11.05	1	53	3.583333	0	1
12	130700	13	2005	0	0	13.099998	12.53333	0	10	12.05	1	49	2.5	0	1
12	130800	13	2005	0	0	16.599998	14.83333	0	10	12.05	1	49	4	0	1
12	130900	13	2005	0	0	17	17	0	10	12.05	1	46	.5	0	1
12	131000	13	2005	0	0	13.099998	12.8	0	10	12.05	1	47	1.583333	0	1
12	131100	13	2005	0	0	14.099998	13.56667	0	10	2.9000001	0	52	2.583333	0	1
13	130100	13	2006	0	1	13.4	13.55	0	10	12.05	1	50	1.25	0	1
13	130200	13	2006	0	0	14.6	14.45	0	10	13.05	1	58	3.25	0	0
13	130300	13	2006	0	0	12.6	12.4	0	10	12	1	54	4.75	0	0
13	130400	13	2006	0	1	14.9	15.23333	0	10	13	1	52	2.333333	0	1
13	130500	13	2006	0	0	13	13	0	10	13.05	1	49	1.75	0	1
13	130600	13	2006	0	0	10.2	10.2	0	10	12.05	1	44	.6666667	1	1
13	130700	13	2006	0	0	13.8	12.85	0	10	14	1	50	3.5	0	1
13	130800	13	2006	0	1	18.1	15.65	0	10	13	1	50	5	0	1
13	130900	13	2006	0	1	15.2	16.1	0	10	14	1	47	1.5	0	1
13	131000	13	2006	0	0	15.2	13.6	0	10	14	1	48	2.583333	0	1
13	131100	13	2006	0	1	7.5999999	12.075	0	10	2.9000001	0	53	3.583333	0	1
14	130100	13	2007	0	0	13.199997	13.2	0	11	12.05	1	54	.5833333	0	1
14	130200	13	2007	0	0	15	15	0	11	13.05	1	56	.8333333	0	0
14	130300	13	2007	0	0	13.400002	12.6	0	11	12.05	1	55	5.75	0	0
14	130400	13	2007	0	0	14.699997	14.7	0	11	13	1	52	.5833333	0	1
14	130500	13	2007	0	0	13	13	0	11	13.05	1	50	2.75	0	1
14	130600	13	2007	0	0	11.699997	10.95	0	11	12.05	1	45	1.666667	1	1
14	130700	13	2007	0	0	12.199997	12.2	0	11	13	1	49	.8333333	0	1
14	130800	13	2007	0	1	16.400002	16.4	0	11	13	1	52	.8333333	0	1
14	130900	13	2007	0	0	13.699997	13.7	0	11	13	1	54	.5833333	0	1
14	131000	13	2007	0	0	15	13.95	0	11	14.05	1	49	3.583333	0	1
14	131100	13	2007	0	0	3.5999985	3.599998	0	11	10	1	40	.5833333	0	1
15	130100	13	2008	0	0	11	12.1	0	10	11.05	1	55	1.583333	0	1
15	130200	13	2008	0	0	13.099998	13.1	0	10	14.05	1	51	.4166667	0	1
15	130300	13	2008	0	0	12	12	0	10	12.05	1	41	.5	1	1
15	130400	13	2008	0	0	11.099998	12.9	0	10	13.05	1	53	1.583333	0	1
15	130500	13	2008	0	0	10.099998	12.275	0	10	13.05	1	51	3.75	0	1
15	130600	13	2008	0	0	11.699997	11.2	0	10	12.5	1	46	2.666667	1	1
15	130700	13	2008	0	0	11.900002	12.05	0	10	12	1	50	1.833333	0	1
15	130800	13	2008	0	0	13	13	0	10	13	1	45	.4166667	0	1
15	130900	13	2008	0	0	13	13.35	0	10	13	1	55	1.583333	0	1
15	131000	13	2008	0	0	11.800003	13.52	0	10	12	1	50	4.583333	0	1
15	131100	13	2008	0	0	9.0999985	6.349998	0	10	2.9000001	0	41	1.583333	0	1
16	130100	13	2009	0	0	11.099998	11.1	0	9	10.05	1	54	.8333333	0	1
16	130200	13	2009	0	0	11.300003	12.2	0	9	11.05	1	52	1.416667	0	1
16	130300	13	2009	0	0	9.5	10.75	0	9	10.05	1	42	1.5	1	1
16	130400	13	2009	0	0	11.199997	11.2	0	9	10.05	1	55	.5833333	0	1
16	130500	13	2009	0	0	10	10	0	9	10	1	51	.6666667	0	1
16	130600	13	2009	0	1	11	11.15	0	9	10.05	1	47	3.666667	1	1
16	130700	13	2009	0	0	10.099998	11.4	0	9	10	1	51	2.833333	0	1
16	130800	13	2009	0	0	11	12	0	9	11	1	46	1.416667	0	1
16	130900	13	2009	0	0	11.300003	12.66667	0	9	11	1	56	2.583333	0	1
16	131000	13	2009	0	0	10.800003	13.06667	0	9	10.05	1	51	5.583333	0	1
16	131100	13	2009	0	0	9.5999985	7.433332	0	9	9	1	42	2.583333	0	1
17	130100	13	2010	0	0	12.300003	11.7	0	9.0500002	11	1	55	1.833333	0	1
17	130200	13	2010	0	0	13.099998	12.5	0	9.0500002	10	1	53	2.416667	0	1
17	130300	13	2010	0	0	12.300003	11.26667	0	9.0500002	10	1	43	2.5	1	1
17	130400	13	2010	0	1	13.099998	12.15	0	9.0500002	10.05	1	56	1.583333	0	1
17	130500	13	2010	0	0	12.199997	11.1	0	9.0500002	10	1	52	1.666667	0	1
17	130600	13	2010	0	0	14	14	0	9.0500002	11	1	50	.5833333	0	1
17	130700	13	2010	0	0	14.199997	12.1	0	9.0500002	11	1	52	3.833333	0	1
17	130800	13	2010	0	0	11.400002	11.8	0	9.0500002	11	1	47	2.416667	0	1
17	130900	13	2010	0	0	14.5	13.125	0	9.0500002	11.5	1	57	3.583333	0	1
17	131000	13	2010	0	0	12.5	12.98571	0	9.0500002	10	1	52	6.583333	0	1
17	131100	13	2010	0	0	13.599998	8.974998	0	9.0500002	9.0500002	1	43	3.583333	0	1
18	130100	13	2011	0	1	12	11.8	0	9	12	1	56	2.833333	0	1
18	130200	13	2011	0	0	11.699997	12.3	0	9	11	1	54	3.416667	0	1
18	130300	13	2011	0	0	12	11.45	0	9	12	1	44	3.5	1	1
18	130400	13	2011	0	1	12.199997	12.2	0	9	12.05	1	53	.5	0	1
18	130500	13	2011	0	0	11.599998	11.26667	0	9	11.05	1	53	2.666667	0	1
18	130600	13	2011	0	0	12	13	0	9	11	1	51	1.583333	0	1
18	130700	13	2011	0	1	11.5	11.5	0	9	11	1	52	.5	1	1
18	130800	13	2011	0	0	12.099998	12.1	0	9	12.05	1	53	.5	0	1
18	130900	13	2011	0	0	12.300003	12.3	0	9	12.05	1	51	.5	0	1
18	131000	13	2011	0	1	11.5	12.8	0	9	13	1	53	7.583333	0	1
18	131100	13	2011	0	0	12.099998	9.599998	0	9	11.05	1	44	4.583333	0	1
19	130100	13	2012	0	1	10.38	10.38	0	9	11	1	55	.5833333	0	1
19	130200	13	2012	0	0	10.4	11.92	0	9	11	1	55	4.416667	0	1
19	130300	13	2012	0	1	9.1	10.98	0	9	10	1	45	4.5	1	1
19	130400	13	2012	0	1	10.5	10.5	0	9	11	1	45	.5	0	1
19	130500	13	2012	0	0	9.5	10.825	0	9	11.05	1	54	3.666667	0	1
19	130600	13	2012	0	1	10.5	12.16667	0	9	11	1	52	2.583333	0	1
19	130700	13	2012	0	0	10	10	0	9	10.5	1	55	.5	0	1
19	130800	13	2012	0	0	10.5	11.3	0	9	11	1	54	1.5	0	1
19	130900	13	2012	0	1	10.6	11.45	0	9	11.05	1	52	1.5	0	1
19	131000	13	2012	0	1	9.7	9.7	0	9	10.05	1	53	.5833333	0	1
19	131100	13	2012	0	0	10.4	10.4	0	9	11.05	1	47	.5	0	1
20	140100	14	2003	1	0	15.5	15.5	0	9	15	1	53	1.833333	0	1
20	140200	14	2003	1	0	13.400002	13.4	0	9	15	1	58	1.75	0	1
20	140300	14	2003	1	0	13	13	0	9	10	1	58	3.5	0	1
20	140400	14	2003	1	0	14.800003	14.8	0	9	12	1	48	.4166667	0	1
20	140500	14	2003	1	0	13.5	13.5	0	9	2.9000001	0	49	2.25	0	1
20	140600	14	2003	1	0	13.099998	13.1	0	9	10.5	1	55	.4166667	0	1
20	140700	14	2003	1	0	13.199997	13.2	0	9	2.9000001	0	56	2.833333	0	1
20	140800	14	2003	1	0	15	15	0	9	12	1	57	5.416667	0	0
20	140900	14	2003	1	0	13	13	0	9	2.9000001	0	55	1.75	0	0
20	141000	14	2003	1	0	15.5	15.5	0	9	12	1	49	.5	0	1
20	141100	14	2003	1	0	12.099998	12.1	0	9	2.9000001	0	52	3.416667	0	0
21	140100	14	2004	1	0	15.699997	15.6	0	9	15	1	54	2.833333	0	1
21	140200	14	2004	1	0	14.699997	14.05	0	9	12	1	59	2.75	0	1
21	140300	14	2004	1	0	14.5	13.75	0	9	12	1	59	4.5	0	1
21	140400	14	2004	1	0	15	14.9	0	9	12	1	49	1.416667	0	1
21	140500	14	2004	1	1	15	14.25	0	9	11	1	50	3.25	0	1
21	140600	14	2004	1	0	15.300003	14.2	0	9	13.3	1	56	1.416667	0	1
21	140700	14	2004	1	1	14.599998	13.9	0	9	11	1	57	3.833333	0	1
21	140800	14	2004	1	0	15.400002	15.2	0	9	12	1	58	6.416667	0	0
21	140900	14	2004	1	0	13.5	13.25	0	9	10	1	56	2.75	0	0
21	141000	14	2004	1	0	15.699997	15.6	0	9	11	1	50	1.5	0	1
21	141100	14	2004	1	0	16.699997	14.4	0	9	2.9000001	0	53	4.416667	0	0
22	140100	14	2005	1	1	14.699997	15.3	0	10	15	1	55	3.833333	0	1
22	140200	14	2005	1	0	12.199997	13.43333	0	10	12	1	60	3.75	0	1
22	140300	14	2005	1	0	11.599998	13.03333	0	10	13	1	60	5.5	0	1
22	140400	14	2005	1	0	13.800003	14.53334	0	10	12	1	50	2.416667	0	1
22	140500	14	2005	1	0	14.599998	14.6	1	10	12	1	53	.25	0	1
22	140600	14	2005	1	0	13.599998	14	0	10	13.5	1	57	2.416667	0	1
22	140700	14	2005	1	0	12.699997	12.7	0	10	2.9000001	0	56	.5	0	1
22	140800	14	2005	1	0	13.300003	14.56667	0	10	15.05	1	59	7.416667	0	0
22	140900	14	2005	1	0	11.800003	12.76667	0	10	2.9000001	0	57	3.75	0	0
22	141000	14	2005	1	0	14.599998	15.26667	0	10	12	1	51	2.5	0	1
22	141100	14	2005	1	0	13.800003	14.2	0	10	12	1	54	5.416667	0	0
23	140100	14	2006	1	0	11.5	11.5	0	10	12	1	50	.5	0	1
23	140200	14	2006	1	0	8	8	0	10	12	1	54	.4166667	0	1
23	140300	14	2006	1	0	9.3999996	9.4	0	10	12	1	53	.4166667	0	1
23	140400	14	2006	1	0	11.5	11.5	0	10	12	1	55	.4166667	0	0
23	140500	14	2006	1	0	11.8	13.2	0	10	12	1	54	1.25	0	1
23	140600	14	2006	1	1	16.200001	16.2	0	10	11	1	46	.4166667	0	1
23	140700	14	2006	1	0	12	12.35	0	10	12	1	57	1.5	0	1
23	140800	14	2006	1	0	14.5	14.5	0	10	13	1	52	.4166667	0	1
23	140900	14	2006	1	0	11.8	11.8	0	10	12.5	1	51	.4166667	0	1
23	141000	14	2006	1	0	13.3	13.3	0	10	12.05	1	54	.4166667	0	1
23	141100	14	2006	1	0	19.299999	19.3	0	10	15	1	51	.4166667	0	1
24	140100	14	2007	1	0	16.400002	13.95	0	10	12	1	51	1.5	0	1
24	140200	14	2007	1	0	15.300003	11.65	0	10	11	1	55	1.416667	0	1
24	140300	14	2007	1	0	10.599998	9.999999	0	10	12	1	54	1.416667	0	1
24	140400	14	2007	1	1	14.300003	12.9	0	10	13	1	56	1.416667	0	0
24	140500	14	2007	1	1	16	14.13333	0	10	12	1	55	2.25	0	1
24	140600	14	2007	1	1	18.300003	18.3	0	10	11	1	58	.6666667	0	1
24	140700	14	2007	1	0	14.699997	14.7	0	10	11	1	55	.6666667	0	1
24	140800	14	2007	1	0	14	14.25	0	10	13	1	53	1.416667	0	1
24	140900	14	2007	1	0	16.199997	14	0	10	12.5	1	52	1.416667	0	1
24	141000	14	2007	1	0	10.300003	11.8	0	10	10	1	55	1.416667	0	1
24	141100	14	2007	1	0	16.099998	17.7	0	10	2.9000001	0	52	1.416667	0	1
25	140100	14	2008	1	0	8.0999985	12	0	10	12	1	52	2.5	0	1
25	140200	14	2008	1	0	6.8000031	6.800003	0	10	15.3	1	51	.4166667	0	1
25	140300	14	2008	1	0	9.5	9.833333	0	10	12	1	55	2.416667	0	1
25	140400	14	2008	1	0	10.199997	10.2	0	10	12	1	52	.4166667	0	1
25	140500	14	2008	1	0	10.099998	10.1	0	10	12	1	54	.4166667	0	1
25	140600	14	2008	1	0	11.5	11.5	1	10	12	1	53	.3333333	0	1
25	140700	14	2008	1	0	9.3000031	12	0	10	12	1	56	1.666667	0	1
25	140800	14	2008	1	0	8	8	0	10	13	1	51	.5	0	1
25	140900	14	2008	1	1	7.5999985	11.86666	0	10	12	1	53	2.416667	0	1
25	141000	14	2008	1	0	4.1999969	4.199997	0	10	10	1	52	.4166667	0	1
25	141100	14	2008	1	0	10.900002	15.43333	0	10	2.9000001	0	53	2.416667	0	1
26	140100	14	2010	1	1	11	11.75	0	8	8.0500002	1	54	4.5	0	1
26	140200	14	2010	1	0	14.199997	10.5	0	8	8	1	53	2.416667	0	1
26	140300	14	2010	1	0	14.199997	14.2	0	8	8	1	50	1.25	0	1
26	140400	14	2010	1	0	13.699997	11.95	0	8	10	1	54	2.416667	0	1
26	140500	14	2010	1	0	13.699997	11.9	0	8	8	1	56	2.416667	0	1
26	140600	14	2010	1	0	13.800003	12.65	0	8	10	1	55	2.333333	0	1
26	140700	14	2010	1	0	14	12.66667	0	8	11	1	58	3.666667	0	1
26	140800	14	2010	1	0	15.599998	11.8	0	8	11	1	53	2.5	0	1
26	140900	14	2010	1	0	18.699997	18.7	0	8	9	1	54	1.5	0	1
26	141000	14	2010	1	0	16.900002	16.9	0	8	8	1	57	1.333333	0	1
26	141100	14	2010	1	1	21	16.825	0	8	8	1	55	4.416667	0	1
27	140100	14	2003	0	0	15.5	15.5	0	9	15	1	57	3.333333	0	1
27	140200	14	2003	0	0	13.400002	13.4	1	9	15	1	51	0	0	1
27	140300	14	2003	0	0	13	13	1	9	10	1	50	.0833333	0	1
27	140400	14	2003	0	0	14.800003	14.8	0	9	12	1	47	.4166667	0	1
27	140500	14	2003	0	0	13.5	13.5	1	9	2.9000001	0	51	.3333333	0	1
27	140600	14	2003	0	0	13.099998	13.1	0	9	10.5	1	48	.4166667	0	1
27	140700	14	2003	0	0	13.199997	13.2	0	9	2.9000001	0	54	3.5	0	1
27	140800	14	2003	0	0	15	15	0	9	12	1	52	2.333333	0	1
27	140900	14	2003	0	0	13	13	0	9	2.9000001	0	56	1.75	0	0
27	141000	14	2003	0	0	15.5	15.5	0	9	12	1	51	.5	0	1
27	141100	14	2003	0	0	12.099998	12.1	0	9	2.9000001	0	48	.4166667	0	1
28	140100	14	2004	0	0	15.699997	15.6	0	9	15	1	58	4.333333	0	1
28	140200	14	2004	0	0	14.699997	14.05	0	9	12	1	52	1	0	1
28	140300	14	2004	0	0	14.5	13.75	0	9	12	1	51	1.083333	0	1
28	140400	14	2004	0	0	15	14.9	0	9	12	1	48	1.416667	0	1
28	140500	14	2004	0	1	15	14.25	0	9	11	1	52	1.333333	0	1
28	140600	14	2004	0	0	15.300003	14.2	0	9	13.3	1	49	1.416667	0	1
28	140700	14	2004	0	1	14.599998	13.9	0	9	11	1	55	4.5	0	1
28	140800	14	2004	0	0	15.400002	15.4	0	9	12	1	48	.4166667	0	1
28	140900	14	2004	0	0	13.5	13.25	0	9	10	1	57	2.75	0	0
28	141000	14	2004	0	0	15.699997	15.6	0	9	11	1	52	1.5	0	1
28	141100	14	2004	0	0	16.699997	14.4	0	9	2.9000001	0	49	1.416667	0	1
29	140100	14	2005	0	0	14.699997	15.3	0	10	15	1	59	5.333333	0	1
29	140200	14	2005	0	1	12.199997	13.43333	0	10	12	1	53	2	0	1
29	140300	14	2005	0	1	11.599998	13.03333	0	10	13	1	52	2.083333	0	1
29	140400	14	2005	0	0	13.800003	14.53334	0	10	12	1	49	2.416667	0	1
29	140500	14	2005	0	0	14.599998	14.6	1	10	12	1	49	.25	0	1
29	140600	14	2005	0	1	13.599998	14	0	10	13.5	1	50	2.416667	0	1
29	140700	14	2005	0	0	12.699997	12.7	0	10	2.9000001	0	53	.5	0	1
29	140800	14	2005	0	1	13.300003	14.35	0	10	15.05	1	49	1.416667	0	1
29	140900	14	2005	0	0	11.800003	11.8	0	10	2.9000001	0	55	.5	0	1
29	141000	14	2005	0	1	14.599998	15.26667	0	10	12	1	53	2.5	0	1
29	141100	14	2005	0	1	13.800003	14.2	0	10	12	1	50	2.416667	0	1
30	140100	14	2006	0	0	11.5	11.5	0	10	12	1	51	.4166667	0	1
30	140200	14	2006	0	0	8	8	0	10	12	1	49	.4166667	0	1
30	140300	14	2006	0	0	9.3999996	9.4	0	10	12	1	46	.4166667	0	1
30	140400	14	2006	0	0	11.5	13.775	0	10	12	1	50	3.416667	0	1
30	140500	14	2006	0	0	11.8	13.2	0	10	12	1	50	1.25	0	1
30	140600	14	2006	0	0	16.200001	16.2	0	10	11	1	51	.4166667	0	1
30	140700	14	2006	0	1	12	12.35	0	10	12	1	54	1.5	0	1
30	140800	14	2006	0	0	14.5	14.5	0	10	13	1	49	.4166667	0	1
30	140900	14	2006	0	0	11.8	11.8	0	10	12.5	1	56	1.5	0	1
30	141000	14	2006	0	0	13.3	13.3	0	10	12.05	1	49	.4166667	0	1
30	141100	14	2006	0	0	19.299999	19.3	0	10	15	1	50	.4166667	0	1
